name,scheme
DAAC-AUTOS.R.L.,eTenders
S.C.IMUNOTEHNOMEDS.R.L.,eTenders
DECEBAL-IMPEXS.R.L.,eTenders
Î.C.S.PETROM-MOLDOVAS.A.,eTenders
Î.S.Servicii Pazăa MAI,eTenders
VETUGA-ZEMIFS.R.L.,eTenders
DIVABONAS.R.L.,eTenders
I.M.BECORS.R.L.,eTenders
Î.M.GBG-MLDS.R.L.,eTenders
Î.M.KABION-MEDICALS.R.L.,eTenders
Î.M.VINAMEXS.R.L.,eTenders
"CENTRUL REPUBLICAN EXPERIMENTAL PROTEZARE, ORTOPEDIE ŞI REABILITAREÎ.S.",eTenders
SRLSTAŢIUNEA BALNEOCLIMATERICĂ CODRU,eTenders
TRIVIMOLS.R.L.,eTenders
CAEUROASIG GRUPS.A.,eTenders
ACORD GRUPS.A.,eTenders
C.A.ASTERRA GRUPS.A.,eTenders
NINA & ASNS.R.L.,eTenders
INTECO MEDIA GRUPS.R.L.,eTenders
AVANTMOTOR-COMS.R.L.,eTenders
LADYS.R.L.,eTenders
LANGERAS.R.L.,eTenders
S.C.MELITAX-GRUPS.R.L.,eTenders
RADUS.R.L.,eTenders
LANITRONS.R.L.,eTenders
BTS PROS.R.L.,eTenders
F.C.P.C.DATACONTROLS.R.L.,eTenders
Î.M.DUTCHMED-MS.R.L.,eTenders
SAGITOD - GRUPS.R.L.,eTenders
AV-MACROCOMS.R.L.,eTenders
Î.I.NOVIŢCHII SERGHEI,eTenders
Î.C.S.S & T MOLDS.R.L.,eTenders
Î.M.VIVAMED INTERNATIONALS.R.L.,eTenders
AUTOSHOCK SVS.R.L.,eTenders
S.R.L.EUROSTIL CONSTRUCT,eTenders
MAGDAS.R.L.,eTenders
S.C.TEHNO CONSULTING & DESIGNS.R.L.,eTenders
POŞETĂ DE LUX S.R.L.,eTenders
JUSTAR S.R.L.,eTenders
S.C. ALNACOM - LUX S.R.L.,eTenders
II Novitchii Serghei,eTenders
Serviabil SRL ,eTenders
Serviabil,eTenders
F.P.C. F.P.C. OMEGA S.R.L.,eTenders
CARTUŞ О.S.,eTenders
LIDUMION-CONSTRUCT S.R.L.,eTenders
NICOST-EXIM S.R.L.,eTenders
CONTABILITATEA CENTRALIZATĂ,eTenders
GRANCOMPOL S.R.L.,eTenders
EDERA TRIO S.R.L.,eTenders
S.R.L TIGRII DE VEGHE,eTenders
Casa Invest,eTenders
BORDEA DIANA GRIGORII,eTenders
DIDILICĂ VIORICA PETRU,eTenders
RINCOM -GRUP S.R.L.,eTenders
MEGAINSTAL S.R.L.,eTenders
PROFI-STIL S.R.L.,eTenders
BAŞTINA-RADOG S.R.L.,eTenders
S.C. DETIVA -  CONS S.R.L.,eTenders
"Centrul Internațional pentru Protecția și Promovarea Drepturilor Femeii ""La Strada""",eTenders
RUSNAC ANDREI PAVEL,eTenders
GOSPODĂRIA LOCATIV-COMUNALĂ IALOVENI О.M.,eTenders
VisPas şi Co S.R.L.,eTenders
PISICĂ TUDOR GHEORGHE,eTenders
CASIAN IGOR GALACTION,eTenders
SINENCO ELENA SERGIU,eTenders
CEBANU GRIGORII GHEORGHII,eTenders
Î.C.S. DELTA M.C.M. 93 S.R.L.,eTenders
SERVICIUL DE STAT PENTRU VERIFICAREA ŞI EXPERTIZAREA PROIECTELOR ŞI CONSTRUCŢIILOR Î.S.,eTenders
S.C. DISTRIBUITOR PRIM S.R.L.,eTenders
MIACOM S.R.L.,eTenders
S.C. NICOL FLORA S.R.L.,eTenders
S.C. AQUA LIDER S.R.L.,eTenders
SC „TANCRAD” SRL,eTenders
MAESTRO CONSTRUCT S.R.L.,eTenders
ALGALIA S.R.L.,eTenders
AO „ECOCONTACT”,eTenders
S.C. POSTMODERN S.R.L.,eTenders
"S.R.L.,,Tecnic Consulting Engineering,,",eTenders
PERLUVAL S.R.L.,eTenders
PASECINIK Î.I.,eTenders
S.C. Gadagroup Romania S.R.L.,eTenders
OLIMPUS-85 S.R.L.,eTenders
S.A. DRUMURI - CĂUŞENI,eTenders
Continent S.R.L.,eTenders
PIAŢA CENTRALĂ О.M.,eTenders
S.C. DAXEN-COM S.R.L.,eTenders
BRAGA & COMPANY S.R.L.,eTenders
S.C. KRAFTSAC S.R.L.,eTenders
MARIN-NAVAL-GRUP S.R.L,eTenders
S.C. ART BUSINESS CLUB S.R.L.,eTenders
S.C. TVARITA-TRANSGAZ S.R.L.,eTenders
DANUBIUS S.R.L.,eTenders
RUGIDAVA S.R.L.,eTenders
S.R.L. MOLPRIM-COM,eTenders
S.R.L. PROPRIETAR PLAST,eTenders
PROMTEHGAZ S.A.,eTenders
INSTITUTUL DE PROIECTĂRI PENTRU ORGANIZAREA TERITORIULUI Î.S.,eTenders
BOLOCAN ION DIONISIE,eTenders
ZDERCIUC ION ALEXANDRU,eTenders
GRECU IOAN GHEORGHE,eTenders
GHEORGAL-C S.R.L.,eTenders
S.C. HARD-TEH S.R.L.,eTenders
Î.M. LACO-ALFATEC S.R.L.,eTenders
GLORILUM-PRIM S.R.L.,eTenders
S.C. ACRAGLOB-CONS S.R.L.,eTenders
ANDRONIX-DIN S.R.L.,eTenders
IURITANA S.R.L.,eTenders
Casa de Odihnă NISTRU S.R.L.,eTenders
CHIRPII ALEXANDRU FEODOR,eTenders
DRUMURI-COMRAT S.A.,eTenders
LAUTRA-ANGRO S.R.L.,eTenders
COMPANIA ALBINSTAL S.R.L.,eTenders
Î.C.S. MED CARE S.R.L.,eTenders
Alexander Mustea ,eTenders
Vlad-Iustin Tica ,eTenders
CRIJARUS S.R.L.,eTenders
BLITZ POLIGRAF S.R.L.,eTenders
S.R.L. MADION-NORD,eTenders
STARCAM S.R.L.,eTenders
SMART MEDICAL S.R.L.,eTenders
FPC AGAS-ROS S.R.L.,eTenders
CONSTRUCTORUL-GARABAJIU Î.I.,eTenders
S.C. CARNALS GRUP S.R.L,eTenders
MEDIASTRIM S.R.L.,eTenders
"AO ""Centru Strategii si Politici de Sanatate""",eTenders
SEMAFOR-SERVICE S.R.L.,eTenders
Î.S. CADASTRU,eTenders
Î.I. NOVIŢCHII SERGHEI,eTenders
RUVICONSTRUCT S.R.L.,eTenders
ALIMCONSTRUCT GRUP S.R.L.,eTenders
S.C. PASTECOM GRUP S.R.L.,eTenders
George Cristian  ALECU ,eTenders
S.C. MUNTEAN-CONFINIS S.R.L.,eTenders
ABM CONSULTING S.R.L.,eTenders
Asociatia Contabililor si Auditorilor Profesionisti din Republica Moldova,eTenders
TRANSENCA-TUR S.R.L.,eTenders
CASA-CRISTEA Î.I.,eTenders
FLOR FAR S.A.,eTenders
PROSCON-LUX S.R.L.,eTenders
SANMAX SERVICE S.R.L.,eTenders
IT HELP S.R.L.,eTenders
SNV INVEST S.R.L.,eTenders
AGROMONTAJ S.A.,eTenders
S.C. MONELCONS S.R.L.,eTenders
S.R.L. MARCONS-DRUM,eTenders
MELIOSERVIS S.R.L.,eTenders
S.C. DRAGODION S.R.L.,eTenders
S.C. VIARHCON S.R.L.,eTenders
S.C. MECENERGO S.R.L.,eTenders
ENERGOREPARAŢII Î.S.,eTenders
IONEL S.A.,eTenders
Institutul pentru Dezvoltare și Inițiative Sociale “Viitorul”,eTenders
SORINA GAJIU Î.I.,eTenders
TRANS-SERVIS S.R.L.,eTenders
Î.P. COSTEŞTI S.A.,eTenders
VITCOS-COM S.R.L.,eTenders
S.C. GreenSoft S.R.L.,eTenders
SAGITTA & CO S.R.L.,eTenders
JUSTAR-TEHNO S.R.L.,eTenders
TRABECO-DESIGN S.R.L.,eTenders
KABION-MEDICAL S.R.L.,eTenders
S.R.L. EXCONS GRUP,eTenders
FLORENTINA CONSTRUCT S.R.L.,eTenders
ADCOGNOS S.R.L.,eTenders
AFINA-VSH S.R.L.,eTenders
S.C. ENERGOPLAT S.R.L.,eTenders
CONMETAL-COM S.R.L.,eTenders
Î.M. DIDACT VEGA S.R.L.,eTenders
LOGO-STUDIUM S.R.L.,eTenders
ARIPARTEX S.R.L.,eTenders
S.C. GRINI-MAX S.R.L.,eTenders
ASIST ROM SRL,eTenders
Șen Bilal ,eTenders
Florinel-Stelian Ionescu ,eTenders
Liviu Matache ,eTenders
Nicolae-Daniel Ioniță ,eTenders
Mircea-Gabriel Ciobanu Adrian,eTenders
Mihai-Gabriel Nicolae Alexandru,eTenders
Virgil Spiridon ,eTenders
S.C. OXALION S.R.L.,eTenders
SC Silva Trading SRL,eTenders
S.C. BITPROGRAM S.R.L.,eTenders
S.C. PLASTCOMPLEX S.R.L.,eTenders
DARNIC-GAZ S.A.,eTenders
S.C. ASEV-CONSTRUCŢIE S.R.L.,eTenders
S.C. NISPROFCON S.R.L.,eTenders
PROSPERUS-CONS S.R.L.,eTenders
CARIERA COBUSCA S.A.,eTenders
S.C. TIERA GRUP S.R.L.,eTenders
SRL MOBILIS,eTenders
MAVARA GRUP S.R.L.,eTenders
INDUSTRIALPROIECT Î.S.,eTenders
VALDAN CONSTRUCT S.R.L.,eTenders
JECICOV ILIE PETRU,eTenders
Antoine Tetaud ,eTenders
ALIVALDA S.R.L.,eTenders
AO „EcoContact”,eTenders
ANODILIA S.R.L.,eTenders
Protecţia,eTenders
S.C. DSG-MONTAJ S.R.L.,eTenders
S.C. GEBHARDT-CONSTRUCT S.R.L.,eTenders
ROTARI V. Î.I.,eTenders
FORCON PLUS S.R.L.,eTenders
S.C. ACMIA - CON S.R.L.,eTenders
S.R.L. CENTEL PRIM,eTenders
CASA CLASICĂ S.R.L.,eTenders
CASA NOBILĂ TM S.R.L.,eTenders
DRUMURI-VULCĂNEŞTI S.A.,eTenders
ARAMA R S.R.L.,eTenders
SOLING S.A.,eTenders
Selex ES S.p.A.,eTenders
FIRMA MAGDA S.R.L.,eTenders
INTELECTSOFT S.R.L.,eTenders
S.C. BESTSMART CONSULTING S.R.L,eTenders
SRL BRAS,eTenders
S.C. A.S. VEST GRUP S.R.L.,eTenders
S.R.L. EUROSTIL CONSTRUCT,eTenders
ALEXIRA-COM S.R.L.,eTenders
VITASDANCOM S.R.L.,eTenders
TEHNICA-INFO S.R.L.,eTenders
VADIM BÎZDÎGA VASILE,eTenders
S.C. Silva Trading S.R.L.,eTenders
S.C. PROMO-PROFIT S.R.L.,eTenders
S.C. C.V.R. - ELECTRO S.R.L.,eTenders
S.C. DIART INFO S.R.L.,eTenders
"""Bîzdîga Vadim Vasile""",eTenders
S.C. STIVUITOR S.R.L.,eTenders
ECO EVOLUTIONS S.R.L.,eTenders
S.C. BERUF-AUTO-EM S.R.L.,eTenders
SV REGAL CONSTRUCT S.R.L.,eTenders
EDITURA DIDACTICĂ LUMINA Î.S.,eTenders
ALIMAR-CONS S.R.L.,eTenders
Institutul Casei Pasive,eTenders
ORIZONTUL S.R.L.,eTenders
SAFCONS SRL,eTenders
TONERSISTEM S.R.L.,eTenders
MOBILCOMSERVICE S.A.,eTenders
S.C. ART- PROIECT S.R.L.,eTenders
SAHCONS S.R.L.,eTenders
OZONTEH IMPEX S.R.L.,eTenders
"UAB ""S41D""",eTenders
4Rooms Switzeriand GmbH,eTenders
S.C. FOCALITY S.R.L.,eTenders
TEHNOSTIL S.R.L.,eTenders
Î.M. INTERIOR DECOR S.R.L.,eTenders
ESTETINI S.R.L.,eTenders
ILP,eTenders
Agenţia Germană de Asigurare a Calităţii,eTenders
S.A. LEGION,eTenders
EFECTIVE MEDICAL E & C S.R.L.,eTenders
PAIRELI & C S.R.L.,eTenders
AURMILION S.R.L.,eTenders
TACTICAL PRO AMMUNITION S.R.L.,eTenders
ARPAC-PLASTIC S.R.L.,eTenders
S.R.L. GABRIPRIM,eTenders
S.C. COMALION & CO S.R.L.,eTenders
PRIDE SYSTEM S.R.L.,eTenders
UNITEHSTANDARD S.R.L.,eTenders
STATISTICA Î.S.,eTenders
SERGSAN-COM S.R.L.,eTenders
VIOGRAFIC S.R.L.,eTenders
MANNCONFORT S.R.L.,eTenders
F.P.C. AMAS S.R.L.,eTenders
S.C. ITUMIT S.R.L.,eTenders
SMAD-GRUP S.R.L.,eTenders
AUTOCONCORD S.R.L.,eTenders
TOM-MIN GRUP S.R.L.,eTenders
V.Colun,eTenders
"SRL,,Celeritas""",eTenders
"SRL,,Natusana""",eTenders
"SRL,,Sanfarm""",eTenders
"SRL,,Ericon""",eTenders
"SRL,,Ghermed""",eTenders
"SRL,,Policontract""",eTenders
"SRL,,Divabona""",eTenders
",,Tetis International""",eTenders
"SRL,,Sogno""",eTenders
"SRL,,Profilabdiagnostic""",eTenders
DIANCOL S.R.L.,eTenders
"""ADORMOBILA"" SRL",eTenders
BESMART S.R.L.,eTenders
