ocid,id,title,description,status,procurementMethod,tenderPeroid/startDate,tenderPeroid/endDate,procuringEntity/name,procuringEntity/id
ocds-ngfbwp-16293443,16293443,Tender Ref 16/03451 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-16293456,16293456,Tender Ref 16/03452 Bulletin 93,,Anulată,Cerere a ofertelor de preţuri,,,DGETS,1007601010600
ocds-ngfbwp-16295453,16295453,Tender Ref 16/03453 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția Rezerve Materiale,1006601000288
ocds-ngfbwp-16300138,16300138,Tender Ref 16/03454 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,UNIVERSITATEA TEHNICĂ A MOLDOVEI,1007600001506
ocds-ngfbwp-16300499,16300499,Tender Ref 16/03455 Bulletin 93,,Executarea contractului,Licitaţie publică,,,PRIMARIA ORAȘULUI BRICENI,1007601004973
ocds-ngfbwp-16303832,16303832,Tender Ref 16/03456 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-16305585,16305585,Tender Ref 16/03457 Bulletin 93,,Executarea contractului,Licitaţie publică,,,I.P.N.A. COMPANIA TELERADIO-MOLDOVA,1004600050558
ocds-ngfbwp-16306627,16306627,Tender Ref 16/03458 Bulletin 93,,Executarea contractului,Licitaţie publică,,,ÎM Direcţia Construcţii Capitale,1003600096694
ocds-ngfbwp-16306650,16306650,Tender Ref 16/03459 Bulletin 94,,Executarea contractului,Licitaţie publică,,,CONSILIUL RAIONAL BRICENI,1007601010840
ocds-ngfbwp-16310312,16310312,Tender Ref 16/03460 Bulletin 94,,Executarea contractului,Licitaţie publică,,,I.M.S.P. CENTRUL NAŢIONAL DE ASISTENŢĂ MEDICALĂ URGENTĂ PRESPITALICEASCĂ,1015600032824
ocds-ngfbwp-16310375,16310375,Tender Ref 16/03461 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP CS Edinet,1007604007403
ocds-ngfbwp-16316672,16316672,Tender Ref 16/03462 Bulletin 93,,Executarea contractului,Licitaţie publică,,,GRĂDINA ZOOLOGICĂ Î.M.,1003600114422
ocds-ngfbwp-16316884,16316884,Tender Ref 16/03463 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,DIRECŢIA CULTURĂ A PRIMĂRIEI MUNICIPIULUI CHIŞINĂU,1007601010585
ocds-ngfbwp-16316941,16316941,Tender Ref 16/03464 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-16318457,16318457,Tender Ref 16/03465 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL DEZVOLTĂRII REGIONALE ŞI CONSTRUCŢIILOR,1008601000570
ocds-ngfbwp-16318462,16318462,Tender Ref 16/03466 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP SR Hînceşti,1003605151372
ocds-ngfbwp-16319992,16319992,Tender Ref 16/03467 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,Главное управление строительства и инфраструктуры Гагаузии,1007601000344
ocds-ngfbwp-16320801,16320801,Tender Ref 16/03468 Bulletin 94,,Procedura finalizată,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-16327684,16327684,Tender Ref 16/03469 Bulletin 95,,Executarea contractului,Licitaţie publică,,,DIRECŢIA GENERALĂ LOCATIV-COMUNALĂ ŞI AMENAJARE A CONSILIULUI MUNICIPAL CHIŞINĂU,1007601010493
ocds-ngfbwp-16329614,16329614,Tender Ref 16/03472 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,CONSILIUL RAIONAL HÎNCEŞTI,1010601000070
ocds-ngfbwp-16329743,16329743,Tender Ref 16/03473 Bulletin 93,,Executarea contractului,Licitaţie publică,,,UNIVERSITATEA TEHNICĂ A MOLDOVEI,1007600001506
ocds-ngfbwp-16330462,16330462,Tender Ref 16/03474 Bulletin 93,,Executarea contractului,Licitaţie publică,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-16332023,16332023,Tender Ref 16/03475 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP SR CAHUL,1009603003860
ocds-ngfbwp-16332400,16332400,Tender Ref 16/03476 Bulletin 96,,Executarea contractului,Licitaţie publică,,,IMSP Spitalul Raional Cantemir,1003603150382
ocds-ngfbwp-16334719,16334719,Tender Ref 16/03477 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,Instituţia Medico-Sanitară Publică Spitalul Raional Ceadîr-Lunga,1003611151227
ocds-ngfbwp-16335923,16335923,Tender Ref 16/03479 Bulletin 93,,Executarea contractului,Licitaţie publică,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-16341382,16341382,Tender Ref 16/03480 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL NISPORENI,1003609150340
ocds-ngfbwp-16343329,16343329,Tender Ref 16/03481 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,PRIMĂRIA ORAŞULUI TELENEŞTI,1007601002072
ocds-ngfbwp-16348383,16348383,Tender Ref 16/03482 Bulletin 93,,Executarea contractului,Licitaţie publică,,,I.M.S.P. SPITALUL CLINIC MUNICIPAL BĂLŢI,1003602150732
ocds-ngfbwp-16348803,16348803,Tender Ref 16/03483 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL NISPORENI,1003609150340
ocds-ngfbwp-16349277,16349277,Tender Ref 16/03484 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL TARACLIA,1003610003215
ocds-ngfbwp-16350182,16350182,Tender Ref 16/03485 Bulletin 95,,Executarea contractului,Licitaţie publică,,,Ministerul Culturii,1006601000107
ocds-ngfbwp-16351817,16351817,Tender Ref 16/03486 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,PRIMĂRIA ORASULUI CAHUL,1007601008340
ocds-ngfbwp-16351827,16351827,Tender Ref 16/03487 Bulletin 97,,Procedura finalizată,Licitaţie publică,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-16352741,16352741,Tender Ref 16/03488 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. Spitalul Clinic de Psihiatrie,1003600150554
ocds-ngfbwp-16353039,16353039,Tender Ref 16/03489 Bulletin 96,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-16353833,16353833,Tender Ref 16/03490 Bulletin 93,,Executarea contractului,Licitaţie publică,,,IMSP SPITALUL CLINIC DE TRAUMATOLOGIE ŞI ORTOPEDIE,1003600150598
ocds-ngfbwp-16355508,16355508,Tender Ref 16/03491 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,CONSILIUL COORDONATOR AL AUDIOVIZUALULUI DIN REPUBLICA MOLDOVA,1006601004024
ocds-ngfbwp-16355558,16355558,Tender Ref 16/03492 Bulletin 94,,Executarea contractului,Licitaţie publică,,,IMSP SR Telenesti,1003606150040
ocds-ngfbwp-16360434,16360434,Tender Ref 16/03494 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. ASOCIAŢIA MEDICALĂ TERITORIALĂ BUIUCANI,1003600153131
ocds-ngfbwp-16361006,16361006,Tender Ref 16/03495 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,Președintele raionului Glodeni,1007601009358
ocds-ngfbwp-16361603,16361603,Tender Ref 16/03496 Bulletin 93,,Anulată,Cerere a ofertelor de preţuri,,,Președintele raionului Glodeni,1007601009358
ocds-ngfbwp-16362201,16362201,Tender Ref 16/03497 Bulletin 93,,Anulată,Cerere a ofertelor de preţuri,,,Președintele raionului Glodeni,1007601009358
ocds-ngfbwp-16362231,16362231,Tender Ref 16/03498 Bulletin 95,,Executarea contractului,Licitaţie publică,,,Consiliul raional Strășeni,33828860
ocds-ngfbwp-16363825,16363825,Tender Ref 16/03499 Bulletin 95,,Executarea contractului,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTA TREIME""",1003600152592
ocds-ngfbwp-16363862,16363862,Tender Ref 16/03500 Bulletin 93,,Anulată,Cerere a ofertelor de preţuri,,,Președintele raionului Glodeni,1007601009358
ocds-ngfbwp-16363893,16363893,Tender Ref 16/03501 Bulletin 98,,Executarea contractului,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-16365086,16365086,Tender Ref 16/03502 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,Președintele raionului Glodeni,1007601009358
ocds-ngfbwp-16365567,16365567,Tender Ref 16/03503 Bulletin 93,,Executarea contractului,Cerere a ofertelor de preţuri,,,"IMSP""Spitalul raional Falesti""",1003602151120
ocds-ngfbwp-16367128,16367128,Tender Ref 16/03504 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL DEZVOLTĂRII REGIONALE ŞI CONSTRUCŢIILOR,1008601000570
ocds-ngfbwp-16367144,16367144,Tender Ref 16/03505 Bulletin 95,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL NAŢIONAL DE PROBAŢIUNE,1010601000287
ocds-ngfbwp-16367317,16367317,Tender Ref 16/03506 Bulletin 96,,Evaluarea ofertelor,Licitaţie publică,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-16367507,16367507,Tender Ref 16/03507 Bulletin 97,,Executarea contractului,Licitaţie publică,,,PRIMĂRIA ORAŞULUI DURLEŞTI,1007601009679
ocds-ngfbwp-16367816,16367816,Tender Ref 16/03508 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTUL ARHANGHEL MIHAIL""",1003600152558
ocds-ngfbwp-16367898,16367898,Tender Ref 16/03509 Bulletin 94,,Executarea contractului,Licitaţie publică,,,IMSP SR Hînceşti,1003605151372
ocds-ngfbwp-16369894,16369894,Tender Ref 16/03511 Bulletin 94,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-16371783,16371783,Tender Ref 16/03512 Bulletin 94,,Executarea contractului,Licitaţie publică,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-16371951,16371951,Tender Ref 16/03513 Bulletin 101,,Executarea contractului,Licitaţie publică,,,Primaria or. Rezina,1007601006391
ocds-ngfbwp-16376961,16376961,Tender Ref 16/03515 Bulletin 97,,Executarea contractului,Licitaţie publică,,,AZILUL REPUBLICAN PENTRU INVALIZI ŞI PENSIONARI MUN. CHIŞINĂU,1007601001282
ocds-ngfbwp-16376979,16376979,Tender Ref 16/03516 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL CIMIŞLIA,1003605150319
ocds-ngfbwp-16377062,16377062,Tender Ref 16/03517 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL CĂLĂRAŞI,1003609150317
ocds-ngfbwp-16378679,16378679,Tender Ref 16/03518 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP CMF mun.Balti,1003602150710
ocds-ngfbwp-16379036,16379036,Tender Ref 16/03519 Bulletin 95,,Executarea contractului,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTA TREIME""",1003600152592
ocds-ngfbwp-16379688,16379688,Tender Ref 16/03520 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL NISPORENI,1003609150340
ocds-ngfbwp-16384141,16384141,Tender Ref 16/03521 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,Primaria or. Ceadîr-Lunga,1007601004434
ocds-ngfbwp-16384220,16384220,Tender Ref 16/03522 Bulletin 95,,Executarea contractului,Licitaţie publică,,,ASOCIAŢIA DE GOSPODĂRIRE A SPAŢIILOR VERZI Î.M.,1002600047677
ocds-ngfbwp-16384429,16384429,Tender Ref 16/03523 Bulletin 95,,Executarea contractului,Licitaţie publică,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-16384629,16384629,Tender Ref 16/03524 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Spitalul Dermatologie si Maladii Comunicabile,1003600151517
ocds-ngfbwp-16385152,16385152,Tender Ref 16/03525 Bulletin 95,,Executarea contractului,Licitaţie publică,,,Primaria or. Ceadîr-Lunga,1007601004434
ocds-ngfbwp-16386125,16386125,Tender Ref 16/03526 Bulletin 95,,Executarea contractului,Licitaţie publică,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-16386763,16386763,Tender Ref 16/03527 Bulletin 95,,Executarea contractului,Licitaţie publică,,,I.M.S.P. CENTRUL NAŢIONAL DE ASISTENŢĂ MEDICALĂ URGENTĂ PRESPITALICEASCĂ,1015600032824
ocds-ngfbwp-16393852,16393852,Tender Ref 16/03528 Bulletin 94,,Executarea contractului,Licitaţie publică,,,GRĂDINA ZOOLOGICĂ Î.M.,1003600114422
ocds-ngfbwp-16394520,16394520,Tender Ref 16/03529 Bulletin 94,,Executarea contractului,Licitaţie publică,,,ÎM Direcţia Construcţii Capitale,1003600096694
ocds-ngfbwp-16395485,16395485,Tender Ref 16/03530 Bulletin 95,,Executarea contractului,Licitaţie publică,,,IMSP AMT Ciocana,1003600152743
ocds-ngfbwp-16396051,16396051,Tender Ref 16/03531 Bulletin 95,,Executarea contractului,Licitaţie publică,,,Primaria or. Ceadîr-Lunga,1007601004434
ocds-ngfbwp-16397094,16397094,Tender Ref 16/03532 Bulletin 94,,Executarea contractului,Licitaţie publică,,,ÎM Direcţia Construcţii Capitale,1003600096694
ocds-ngfbwp-16398601,16398601,Tender Ref 16/03533 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,CURTEA CONSTITUŢIONALĂ A REPUBLICII MOLDOVA,1006601004116
ocds-ngfbwp-16399320,16399320,Tender Ref 16/03534 Bulletin 94,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Academia Stefan cel Mare a MAI,1006601000691
ocds-ngfbwp-16399632,16399632,Tender Ref 16/03535 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,CURTEA CONSTITUŢIONALĂ A REPUBLICII MOLDOVA,1006601004116
ocds-ngfbwp-16401674,16401674,Tender Ref 16/03536 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. ASOCIAŢIA MEDICALĂ TERITORIALĂ BUIUCANI,1003600153131
ocds-ngfbwp-16401760,16401760,Tender Ref 16/03537 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL NISPORENI,1003609150340
ocds-ngfbwp-16402118,16402118,Tender Ref 16/03538 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Spitalul Raional Floresti,1003607150140
ocds-ngfbwp-16402432,16402432,Tender Ref 16/03539 Bulletin 98,,Executarea contractului,Cerere a ofertelor de preţuri,,,CONSILIUL RAIONAL DROCHIA,1007601011445
ocds-ngfbwp-16403557,16403557,Tender Ref 16/03540 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,GRĂDINA ZOOLOGICĂ Î.M.,1003600114422
ocds-ngfbwp-16406620,16406620,Tender Ref 16/03541 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,Biroul National de Statistica,1006601000200
ocds-ngfbwp-16416185,16416185,Tender Ref 16/03542 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-16419376,16419376,Tender Ref 16/03543 Bulletin 6,,Executarea contractului,Cerere a ofertelor de preţuri,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-16423612,16423612,Tender Ref 16/03544 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,BMA al MAI,1006601000794
ocds-ngfbwp-16426038,16426038,Tender Ref 16/03545 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,CENTRUL NAŢIONAL DE TRANSFUZIE A SÎNGELUI,1006601004242
ocds-ngfbwp-16426236,16426236,Tender Ref 16/03546 Bulletin 95,,Executarea contractului,Licitaţie publică,,,I.M.S.P. SPITALUL CLINIC MUNICIPAL BĂLŢI,1003602150732
ocds-ngfbwp-16426847,16426847,Tender Ref 16/03547 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. Spitalul Clinic de Psihiatrie,1003600150554
ocds-ngfbwp-16430941,16430941,Tender Ref 16/03549 Bulletin 101,,Executarea contractului,Licitaţie publică,,,I.M.S.P. CENTRUL NAŢIONAL DE ASISTENŢĂ MEDICALĂ URGENTĂ PRESPITALICEASCĂ,1015600032824
ocds-ngfbwp-16432305,16432305,Tender Ref 16/03550 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,DGETS,1007601010600
ocds-ngfbwp-16432329,16432329,Tender Ref 16/03551 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția de Intervenție și Plăți pentru Agricultură,1010601000092
ocds-ngfbwp-16434773,16434773,Tender Ref 16/03552 Bulletin 94,,Executarea contractului,Cerere a ofertelor de preţuri,,,"IMSP""Spitalul raional Falesti""",1003602151120
ocds-ngfbwp-16435602,16435602,Tender Ref 16/03553 Bulletin 98,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Centrul de Sanatate Taraclia,1007603006627
ocds-ngfbwp-16436003,16436003,Tender Ref 16/03554 Bulletin 97,,Anulată,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport s-l Buiucani,1007601009967
ocds-ngfbwp-16438288,16438288,Tender Ref 16/03555 Bulletin 6,,Executarea contractului,Cerere a ofertelor de preţuri,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTA TREIME""",1003600152592
ocds-ngfbwp-16439442,16439442,Tender Ref 16/03556 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,PRIMĂRIA s. Ghidighici,1007601009680
ocds-ngfbwp-16439456,16439456,Tender Ref 16/03557 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. CENTRUL DE SĂNĂTATE BRICENI,1007604006440
ocds-ngfbwp-16442389,16442389,Tender Ref 16/03558 Bulletin 101,,Executarea contractului,Cerere a ofertelor de preţuri,,,CENTRUL PENTRU ACHIZIŢII PUBLICE CENTRALIZATE ÎN SĂNĂTATE,1016601000212
ocds-ngfbwp-16452237,16452237,Tender Ref 16/03559 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL CLINIC MUNICIPAL BĂLŢI,1003602150732
ocds-ngfbwp-16454988,16454988,Tender Ref 16/03560 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-16456098,16456098,Tender Ref 16/03561 Bulletin 94,,Executarea contractului,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-16459430,16459430,Tender Ref 16/03562 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,PRIMĂRIA ORAŞULUI DURLEŞTI,1007601009679
ocds-ngfbwp-16461007,16461007,Tender Ref 16/03563 Bulletin 95,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Centrul de Sanatate Glodeni,1007602013413
ocds-ngfbwp-16468952,16468952,Tender Ref 16/03564 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport s-l Buiucani,1007601009967
ocds-ngfbwp-16474156,16474156,Tender Ref 16/03565 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,DIRECŢIA CULTURĂ A PRIMĂRIEI MUNICIPIULUI CHIŞINĂU,1007601010585
ocds-ngfbwp-16474637,16474637,Tender Ref 16/03566 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,Primaria comunei Gratiesti,1007601010219
ocds-ngfbwp-16474776,16474776,Tender Ref 16/03567 Bulletin 98,,Executarea contractului,Licitaţie publică,,,PIAŢA CENTRALĂ Î.M.,1003600056726
ocds-ngfbwp-16475751,16475751,Tender Ref 16/03568 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL DONDUŞENI,1003604150574
ocds-ngfbwp-16475802,16475802,Tender Ref 16/03569 Bulletin 95,,Executarea contractului,Licitaţie publică,,,SERVICIUL DE INFORMAŢII ŞI SECURITATE AL REPUBLICII MOLDOVA,1006601000439
ocds-ngfbwp-16476957,16476957,Tender Ref 16/03570 Bulletin 96,,Executarea contractului,Licitaţie publică,,,I.M.S.P. CENTRUL NAŢIONAL DE ASISTENŢĂ MEDICALĂ URGENTĂ PRESPITALICEASCĂ,1015600032824
ocds-ngfbwp-16477014,16477014,Tender Ref 16/03571 Bulletin 95,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-16479738,16479738,Tender Ref 16/03572 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL DE CARDIOLOGIE,1003600150613
ocds-ngfbwp-16480631,16480631,Tender Ref 16/03573 Bulletin 95,,Executarea contractului,Licitaţie publică,,,I.M.S.P. SPITALUL RAIONAL GLODENI,1003602150721
ocds-ngfbwp-16483341,16483341,Tender Ref 16/03574 Bulletin 95,,Executarea contractului,Licitaţie publică,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-16484206,16484206,Tender Ref 16/03575 Bulletin 100,,Executarea contractului,Licitaţie publică,,,CENTRUL PENTRU ACHIZIŢII PUBLICE CENTRALIZATE ÎN SĂNĂTATE,1016601000212
ocds-ngfbwp-16484594,16484594,Tender Ref 16/03576 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. CENTRUL DE SĂNĂTATE DONDUŞENI,1007604006808
ocds-ngfbwp-16485464,16485464,Tender Ref 16/03577 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,DIRECŢIA CULTURĂ A PRIMĂRIEI MUNICIPIULUI CHIŞINĂU,1007601010585
ocds-ngfbwp-16485971,16485971,Tender Ref 16/03578 Bulletin 98,,Procedura finalizată,Cerere a ofertelor de preţuri,,,PRIMĂRIA MUNICIPIULUI BĂLŢI,1007601003161
ocds-ngfbwp-16486294,16486294,Tender Ref 16/03579 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL TARACLIA,1003610003215
ocds-ngfbwp-16492077,16492077,Tender Ref 16/03580 Bulletin 3,,Executarea contractului,Licitaţie publică,,,CENTRUL PENTRU ACHIZIŢII PUBLICE CENTRALIZATE ÎN SĂNĂTATE,1016601000212
ocds-ngfbwp-16492091,16492091,Tender Ref 16/03581 Bulletin 101,,Executarea contractului,Licitaţie publică,,,CENTRUL PENTRU ACHIZIŢII PUBLICE CENTRALIZATE ÎN SĂNĂTATE,1016601000212
ocds-ngfbwp-16492845,16492845,Tender Ref 16/03582 Bulletin 96,,Executarea contractului,Licitaţie publică,,,PRIMĂRIA ORAŞULUI CRICOVA,1007601010183
ocds-ngfbwp-16493005,16493005,Tender Ref 16/03583 Bulletin 97,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. CENTRUL DE SĂNĂTATE SOROCA,1007607008571
ocds-ngfbwp-16493858,16493858,Tender Ref 16/03584 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL GLODENI,1003602150721
ocds-ngfbwp-16494882,16494882,Tender Ref 16/03585 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL GLODENI,1003602150721
ocds-ngfbwp-16495602,16495602,Tender Ref 16/03586 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,"IMSP""Spitalul raional Falesti""",1003602151120
ocds-ngfbwp-16500754,16500754,Tender Ref 16/03587 Bulletin 95,,Anulată,Cerere a ofertelor de preţuri,,,Compania Națională de Asigurări în Medicină,1007601007778
ocds-ngfbwp-16500843,16500843,Tender Ref 16/03588 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,Primăria Orhei,1007601008007
ocds-ngfbwp-16504079,16504079,Tender Ref 16/03589 Bulletin 97,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. CENTRUL DE SĂNĂTATE SOROCA,1007607008571
ocds-ngfbwp-16507750,16507750,Tender Ref 16/03590 Bulletin 96,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL IALOVENI,1003600157232
ocds-ngfbwp-16508197,16508197,Tender Ref 16/03591 Bulletin 96,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL GENERAL AL POLIŢIEI,1013601000495
ocds-ngfbwp-16509083,16509083,Tender Ref 16/03592 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. DISPENSARUL MUNICIPAL DERMATO-VENEROLOGIC,1003600153337
ocds-ngfbwp-16510834,16510834,Tender Ref 16/03593 Bulletin 97,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL DE CARDIOLOGIE,1003600150613
ocds-ngfbwp-16511245,16511245,Tender Ref 16/03594 Bulletin 95,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL STRĂŞENI,1003600158309
ocds-ngfbwp-16511381,16511381,Tender Ref 16/03595 Bulletin 99,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL STRĂŞENI,1003600158309
ocds-ngfbwp-16511542,16511542,Tender Ref 16/03596 Bulletin 4,,Executarea contractului,Licitaţie publică,,,CENTRUL PENTRU ACHIZIŢII PUBLICE CENTRALIZATE ÎN SĂNĂTATE,1016601000212
ocds-ngfbwp-16511646,16511646,Tender Ref 16/03597 Bulletin 12,,Evaluarea ofertelor,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL STRĂŞENI,1003600158309
ocds-ngfbwp-16512246,16512246,Tender Ref 16/03598 Bulletin 96,,Executarea contractului,Licitaţie publică,,,I.M.S.P. CENTRUL NAŢIONAL DE ASISTENŢĂ MEDICALĂ URGENTĂ PRESPITALICEASCĂ,1015600032824
ocds-ngfbwp-16512619,16512619,Tender Ref 16/03599 Bulletin 98,,Executarea contractului,Licitaţie publică,,,I.M.S.P. CENTRUL NAŢIONAL DE ASISTENŢĂ MEDICALĂ URGENTĂ PRESPITALICEASCĂ,1015600032824
ocds-ngfbwp-16519363,16519363,Tender Ref 16/03600 Bulletin 96,,Executarea contractului,Licitaţie publică,,,Serviciul Stare Civilă,1008601000400
